name,sku,description,image_url,brand,vehicle_brand,vehicle_model,model_variant,vehicle_type_detail,emission_standard,tags,source_url,part_name,product_type,handle
"CarXNeo Black Phantom Ultra 150W 3.0"""" Tri-Colour Dual Laser Bi-LED Fog Lamp Projector (BP-104-3C-2L) - (Universal Fit for Thar, Creta, Nexon )","PRZ-CARX-FOGL-00011","The Pinnacle of Automotive Lighting. Dominate the most extreme driving conditions with the CarXNeo Black Phantom Ultra 150W . As the flagship of our Ultra Series, this 3.0-inch projector combines a massive 150W output with advanced Dual Laser technology to deliver an unprecedented 700-meter beam throw . One Light. Three Modes. No Compromise. Unlike standard high-power lights, the Ultra 150W features 3-Colour switchback technology . Using your car's original switch, you can instantly adapt to the","","CarXNeo","Re","","","","","Fog Lamp","https://eauto.co.in/products/carxneo-black-phantom-ultra-150w-3-colour-dual-laser-fog-lamp-projector","CarXNeo Black Phantom Ultra 150W 3.0"""" Tri-Colour Dual Laser Bi-LED Fog Lamp Projector (BP-104-3C-2L) - (Universal Fit","Fog Lamp","carxneo-black-phantom-ultra-150w-3-colour-dual-laser-fog-lamp-projector"
"CarXNeo Black Phantom 110W 3.0"""" Single Colour Dual Laser Bi-LED Fog Lamp Projector (BP-101-6000K-2L)-Ultra-Long Range Highway Edition (Universal Fit for Creta, Thar, Nexon & Scorpio-N)","PRZ-CARX-FOGL-00012","Surgical Precision. Extreme Distance. The CarXNeo Black Phantom Dual Laser Edition is the undisputed flagship of our projector lineup. Engineered for high-speed highway cruising and off-road expeditions, this 110W monster features a dedicated dual-laser module that creates a high-density """"hotspot"""" for unmatched distance visibility. Why Choose Dual Laser? While standard LEDs provide a wide spread, our Dual Laser technology acts as a long-range surgical beam, cutting through the dark with a massiv","","CarXNeo","Re","","","","","Fog Lamp","https://eauto.co.in/products/carxneo-black-phantom-110w-dual-laser-fog-lamp-projector-thar-creta-nexon","CarXNeo Black Phantom 110W 3.0"""" Single Colour Dual Laser Bi-LED Fog Lamp Projector (BP-101-6000K-2L)-Ultra-Long Range Highway Edition (Universal Fit","Fog Lamp","carxneo-black-phantom-110w-dual-laser-fog-lamp-projector-thar-creta-nexon"
"CarXNeo Black Phantom 70W 3.0"""" Tri-Colour Bi-LED Fog Lamp Projector (BP-103-3C) - All-Weather 3000K/4300K/6000K (Universal 3.0"""" Fit for Maruti, Tata, Hyundai, Mahindra)","PRZ-CARX-FOGL-00013","The Ultimate All-Weather Fog Light Upgrade for Indian Roads Never let unpredictable weather compromise your safety again. The CarXNeo Black Phantom 70W Tri-Colour Bi-LED Projector is designed to replace weak stock halogens with high-performance optics. Whether you are navigating the dense winter fog of North India or heavy monsoon downpours in the South, this projector ensures crystal-clear visibility. 3 Modes in 1: Switch Colors on the Go Using your car's original switch, you can instantly togg","","CarXNeo","Re","","","","","Fog Lamp","https://eauto.co.in/products/carxneo-black-phantom-70w-tri-color-led-projector-fog-lamp-creta-nexon-thar-swift","CarXNeo Black Phantom 70W 3.0"""" Tri-Colour Bi-LED Fog Lamp Projector (BP-103-3C) - All-Weather 3000K/4300K/6000K (Universal 3.0"""" Fit","Fog Lamp","carxneo-black-phantom-70w-tri-color-led-projector-fog-lamp-creta-nexon-thar-swift"
"CarXNeo Black Phantom 90W 3.0"""" Single Colour Bi-LED Fog Lamp Projector (BP-102-6000K-1C) High Power (Universal Fit for Creta, Nexon, Thar, Swift & More)","PRZ-CARX-FOGL-00014","OEM Style. Aftermarket Power. Tired of the weak factory fog lights on your new Maruti Brezza or Hyundai Venue ? The CarXNeo Black Phantom 90W Edition (Single Colour) is the perfect balance of raw power and refined optics. While this is a universal 3.0-inch projector , it is designed to be a """"drop-in"""" upgrade for India's most popular cars. It replaces the dull stock halogens found in base and mid-variants of the Tata Punch , Maruti Swift , and Mahindra Scorpio-N with a sharp, high-intensity white","","CarXNeo","Re","","","","","Fog Lamp","https://eauto.co.in/products/carxneo-90w-led-fog-lamp-projector-creta-nexon-thar","CarXNeo Black Phantom 90W 3.0"""" Single Colour Bi-LED Fog Lamp Projector (BP-102-6000K-1C) High Power (Universal Fit","Fog Lamp","carxneo-90w-led-fog-lamp-projector-creta-nexon-thar"
"CarXNeo VisionX 4K Dual Dash Cam for Car (XD 40) | 8MP Ultra HD Front & Rear WiFi with 24H Parking Mode","PRZ-CARX-DASH-00015","The Gold Standard for Road Safety in India Upgrade to the highest level of detail with the CarXNeo VisionX 4K (Model XD40) . Designed for drivers who refuse to compromise on safety, this 8-Megapixel system captures every detail on Indian roads with four times the clarity of standard HD. Whether it’s for insurance claims or legal protection, the VisionX 4K is your most reliable witness. Why Upgrade to VisionX 4K? Ultra HD 4K Clarity: Capture license plates and small details with 8-Megapixel front","","CarXNeo","Re","","","","","Dash Cam","https://eauto.co.in/products/best-4k-dual-dash-cam-for-car-india-visionx","CarXNeo VisionX 4K Dual Dash Cam","Dash Cam","best-4k-dual-dash-cam-for-car-india-visionx"
"CarXNeo VisionX 2K Dual Dash Cam (XD 20) – Front & Rear Protection with WiFi App & 24H Parking Mode (Hardwire Kit Included)","PRZ-CARX-DASH-00016","CarXNeo VisionX 2K: Your Extra Set of Eyes on the Road Drive with confidence knowing you're protected from every angle. The CarXNeo VisionX 2K (Model XD 20) is a premium dual-camera system designed to take the stress out of driving. Whether you’re navigating daily traffic or leaving your car parked in a busy lot, the VisionX 2K is always on guard. Why the VisionX 2K belongs in your car: Total Coverage: Capture the road ahead in stunning 2K QHD (4MP) and the view behind you in 1080P HD . This dua","","CarXNeo","Re","","","","","Dash Cam","https://eauto.co.in/products/best-2k-dual-dash-cam-for-car-india-visionx","CarXNeo VisionX 2K Dual Dash Cam (XD 20) – Front & Rear Protection with WiFi App & 24H Parking Mode (Hardwire Kit Included)","Dash Cam","best-2k-dual-dash-cam-for-car-india-visionx"
"BikeXNeo Grip-X Alpha Charge Mobile Holder | USB-C Charging | Fits Motorcycle, Bicycle, Scooter | With Shock Absorption Technology | 1 Year Warranty","PRZ-BIKE-MOBI-00017","BikeXNeo Grip-X Alpha Charge Mobile Holder or Mobile Mount Key Features: Grip-X Alpha Charge – Zero Vibration. 100% Grip. 4-Axis Anti-Vibration system protects phone camera. One-Twist Lock for super quick and secure mounting. USB-C Charging (Fast Charging QC 3.0) for charging your phone quickly Strong, shake-free grip even on rough roads. Works with all smartphone sizes . Fits motorcycles, scooters, EVs & bicycles . Use maps, calls & music safely while riding. Durable build for daily and long-di","https://cdn.shopify.com/s/files/1/0415/7846/3390/files/bikexneo-grip-x-alpha-charge-mobile-holder-usb-c-charging-fits-motorcycle-bicycle-scooter-with-shock-absorption-technology-1-year-warranty-426.jpg?v=1768979772","BikeXNeo","","Alpha","","Scooter","","","https://eauto.co.in/products/bikexneo-grip-x-alpha-charge-mobile-holder-usb-c-charging-fits-motorcycle-bicycle-scooter-with-shock-absorption-technology","BikeXNeo Grip-X Alpha Charge Mobile Holder | USB-C Charging | Fits Motorcycle, Bicycle, Scooter | With Shock Absorption Technology | 1 Year Warranty","Mobile Holder","bikexneo-grip-x-alpha-charge-mobile-holder-usb-c-charging-fits-motorcycle-bicycle-scooter-with-shock-absorption-technology"
"BikeXNeo Grip-X Alpha Mobile Holder | Fits Motorcycle, Bicycle, Scooter | With Shock Absorption Technology | 1 Year Warranty","PRZ-BIKE-MOBI-00018","BikeXNeo Grip-X Alpha Mobile Holder Key Features: Grip-X Alpha – Zero Vibration. 100% Grip. 4-Axis Anti-Vibration system protects phone camera. One-Twist Lock for super quick and secure mounting. Strong, shake-free grip even on rough roads. Works with all smartphone sizes . Fits motorcycles, scooters, EVs & bicycles . Use maps, calls & music safely while riding. Durable build for daily and long-distance rides. Easy installation with no complicated steps. 1-Year warranty included. Material Used:","https://cdn.shopify.com/s/files/1/0415/7846/3390/files/bikexneo-grip-x-alpha-mobile-holder-fits-motorcycle-bicycle-scooter-with-shock-absorption-technology-1-year-warranty-786.jpg?v=1768806206","BikeXNeo","","Alpha","","Scooter","","","https://eauto.co.in/products/bikexneo-grip-x-alpha-mobile-holder-fits-motorcycle-bicycle-scooter-with-shock-absorption-technology","BikeXNeo Grip-X Alpha Mobile Holder | Fits Motorcycle, Bicycle, Scooter | With Shock Absorption Technology | 1 Year Warranty","Mobile Holder","bikexneo-grip-x-alpha-mobile-holder-fits-motorcycle-bicycle-scooter-with-shock-absorption-technology"
"CarXNeo PureZen Air Purifier & Cleaner for Car, Travel, Office Desk | 1 Year Warranty | Lowers AQI & Removes Smoke, Dust","PRZ-CARX-AIRP-00019","Breathe clean air wherever you go with this portable HEPA air purifier. Removes 99.97% of dust, smoke, and allergens - perfect for car, home, office, or travel. Whisper-quiet, lightweight, and always fresh.  Key Features Powerful 4-in-1 Purification – Combines HEPA-13 filter, UV-C light, and aroma tabs to keep your air clean and fresh. Removes 99.97% Pollutants – Eliminates dust, smoke, allergens, and bad odours in minutes. Compact & Portable – Sleek design fits perfectly in car cup holders, de","https://cdn.shopify.com/s/files/1/0415/7846/3390/files/carxneo-purezen-air-purifier-cleaner-for-car-travel-office-desk-1-year-warranty-lowers-aqi-removes-smoke-dust-850.png?v=1763364652","CarXNeo","Re","","","","","","https://eauto.co.in/products/carxneo-purezen-air-purifier-cleaner-for-car-travel-office-desk-1-year-warranty-lowers-aqi-removes-smoke-dust","CarXNeo PureZen Air Purifier & Cleaner","Air Purifier","carxneo-purezen-air-purifier-cleaner-for-car-travel-office-desk-1-year-warranty-lowers-aqi-removes-smoke-dust"
"Clutch Plate for Honda Dream Yuga | Paper Type","PRZ-OESC-CLUT-00020","High-quality Paper type Clutch Plates that provide extra torque and smooth gear change with minimum wear and tear Product Info Brand OES Clutch Plate Compatible Vehicle Brand & Model Dream Yuga No. of Clutch Plates 4 Weight 0.5 Kg approx. Special Features Smooth Gear Change Longer Clutch Life Better Pick-Up Extra Torque *Images displayed are for representation purpose only. Actual product may differ.","https://cdn.shopify.com/s/files/1/0415/7846/3390/files/clutch-plate-for-honda-dream-yuga-paper-type-103.jpg?v=1761029948","OES Clutch Plate","Honda","Dream","","Motorcycle","","Category_Clutch Plate, SparesBrand_OES Clutch Plate, VehicleBrand_Honda, VehicleModel_Dream Yuga","https://eauto.co.in/products/clutch-plate-for-honda-dream-yuga-paper-type","Clutch Plate","Clutch Plate","clutch-plate-for-honda-dream-yuga-paper-type"
"Clutch Plate for KTM Duke 200 | RC 200 | Set of 6 | Paper Type","PRZ-OESC-CLUT-00021","High quality Clutch Plates provides extra torque and smooth gear change with minimum wear and tear Product Info Brand OES Clutch Plate Compatible Vehicle Brand & Model KTM Duke 200 | RC 200 | Set of 6 Package Includes Set of 6 Clutch Plates Weight 0.5Kg approx. Special Features Smooth Gear Change Longer Clutch Life Better Pick-Up Extra Torque *Images displayed are for representation purpose only. Actual product may differ.","https://cdn.shopify.com/s/files/1/0415/7846/3390/files/clutch-plate-for-ktm-duke-200-rc-set-of-6-paper-type-643.jpg?v=1761029056","OES Clutch Plate","KTM","Rc","200cc","Motorcycle","","__tab1:how-to-replace-your-motorcycle-clutch, Category_Clutch Plate, SparesBrand_OES Clutch Plate, VehicleBrand_KTM, VehicleModel_Duke 200, VehicleModel_RC 200","https://eauto.co.in/products/clutch-plate-for-ktm-duke-200-rc-200-set-of-6","Clutch Plate","Clutch Plate","clutch-plate-for-ktm-duke-200-rc-200-set-of-6"
"eAuto Bike Carburetor for Honda Hornet 160 BS3 & BS4 | Unicorn 160 BS3 & BS4 | Until 2018 Model","PRZ-EAUT-CARB-00022","eAuto precision Carburetor are designed to blend fuel and air in the correct ratio across the dynamic operating range of your motorcycle engine. Product Info Brand eAuto Compatible Vehicle Brand & Model Honda Hornet 160 BS3 & BS4 | Unicorn 160 BS3 & BS4 | | Until 2018 Model Package Includes 1 Carburetor Weight 500g approx. Material Aluminium Special Features Built with precision to ensure 100% satisfaction Blends fuel and air in the correct ratio across the complete operating range of your motor","https://cdn.shopify.com/s/files/1/0415/7846/3390/files/eauto-bike-carburetor-for-honda-hornet-160-bs3-bs4-unicorn-until-2018-model-201.jpg?v=1762780637","Eauto","Honda","Unicorn","160cc","Motorcycle","BS4","__tab1:how-to-clean-your-bike-carburetor, Category_Carburetor, SparesBrands_EAuto, VehicleBrand_Honda, VehicleModel_CB Hornet 160R ABS (2018 - 2020), VehicleModel_Unicorn 160 (2014 - 2017), VehicleModel_Unicorn 160 BS4 (2017 - Mar 2020)","https://eauto.co.in/products/eauto-bike-carburetor-for-honda-hornet-160-bs3-bs4-unicorn-160-bs3-bs4","eAuto Bike Carburetor","Carburetor","eauto-bike-carburetor-for-honda-hornet-160-bs3-bs4-unicorn-160-bs3-bs4"
"Universal Upsell Placeholder","PRZ-EAUT-PART-00023","","","Eauto","","","","","","","https://eauto.co.in/products/universal-upsell","Universal Upsell Placeholder","","universal-upsell"
